Title,Author,Book_Ref,Class_Code,Imprint,Publisher_Group,Rank,Volume,RRP,ASP,Binding,Pub_Date
Reluctant Duke; The Jacquard & Babbage Modern,Mortimer; Carole,12256,RE009F,Jacquard & Babbage,Harley Quin (UK) Ltd Group,4535,5884,3.3,3.15,Paperback,18/02/2011
Reluctant Fundamentalist; The,Hamid; Mohsin,10765,GL002F,Emu Books,Emu Group,865,18131,7.99,6.2,Paperback,24/04/2008
Remains of the Day; The,Ishiguro; Kazuo,11256,GL002F,Sabre and Sabre,Sabre Group,2077,10722,8.99,6.61,Paperback,01/04/2010
Rembrandt Secret; The,Connor; Alex,10735,CE003F,Oak Publishing Plc,Oak Group,808,18858,6.99,4.55,Paperback,20/01/2011
Remember Me?,Kinsella; Sophie,10927,GL002F,Read Duck,Transformation Group,1226,15002,7.99,5.67,Paperback,01/11/2008
Replacement Wife; The Jacquard & Babbage Modern,Crews; Caitlin,12350,RE009F,Jacquard & Babbage,Harley Quin (UK) Ltd Group,4744,5663,3.3,2.97,Paperback,01/07/2011
Replacement; The,Yovanoff; Brenna,11459,YT014F,Gary & Balding Childrens Books,Gary & Balding Group,2593,9170,6.99,4.5,Paperback,06/01/2011
Rescue,Shreve; Anita,11236,GL002F,Large Brown,Large Red Book Company,2020,10852,12.99,9.73,Paperback,01/12/2010
Rescued Puppy; The,Webb; Holly,11876,CN001F,Circles Publishing,Suggs Publications Group,3579,7143,4.99,4,Paperback,30/06/2011
Restless,Boyd; William,11407,GL002F,Boe Bells,Boe Bells Group,2477,9506,7.99,7.02,Paperback,02/01/2007
Retribution; The,McDermid; Val,11229,CE003F,Large Brown,Large Red Book Company,1997,10954,18.99,11.48,Hardback,01/09/2011
Return Journey; The,Binchy; Maeve,10736,SY011F,Constellation,Shallot Group,809,18852,7.99,6.36,Paperback,10/06/2010
Return of Captain John Emmett; The,Speller; Elizabeth,10212,GL002F,Virgo Press Ltd,Large Red Book Company,169,28122,7.99,5.7,Paperback,07/04/2011
Return; The,Hislop; Victoria,11048,GL002F,Deadline Review,Deadline Group,1516,13013,7.99,6.65,Paperback,16/04/2009
Revenge,Osbourne; Sharon,11175,GL002F,Ellipses,Large Red Book Company,1853,11443,6.99,4.52,Paperback,03/03/2011
Revenger,Clements; Rory,10641,CE003F,Nigel White Publishers Ltd,Sinclair Books,262,21551,6.99,4.79,Paperback,03/02/2011
Reversal; The,Connelly; Michael,10069,CE003F,Constellation,Shallot Group,1015,16762,7.99,4.78,Paperback,07/07/2011
Reversal; The,Connelly; Michael,12244,CE003F,Constellation,Shallot Group,4505,5909,10.99,8.98,Hardback,01/01/2011
Revolting Rhymes,Dahl; Roald,10942,PS008F,Peacote Books,Emu Group,1262,14735,7.99,6.23,Paperback,04/09/2008
Rhinos Don't Eat Pancakes,Kemp; Anna,11201,PS008F,Gary & Balding Childrens Books,Gary & Balding Group,1916,11228,5.99,4.59,Paperback,28/04/2011
Rhyming Rabbit; The,Donaldson; Julia,10999,PS008F,Millen Childrens Books,Panda Millen Group,1403,13565,10.99,7.45,Hardback,03/06/2011
Ribbon Weaver; The,Goodwin; Rosie,10835,GL002F,Deadline Book Publishing,Deadline Group,1026,16588,5.99,4.04,Paperback,09/06/2011
Ring of Fire; The Young Samurai,Bradford; Chris,11854,CN001F,Peacote Books,Emu Group,3528,7221,6.99,5.73,Paperback,04/08/2011
Rise of the Wolf Wereworld,Jobling; Curtis,12346,CN001F,Peacote Books,Emu Group,4738,5679,6.99,5.59,Paperback,06/01/2011
River Marked,Briggs; Patricia,11747,SN010F,Spinning,Large Red Book Company,3276,7686,7.99,5.17,Paperback,25/02/2011
Rivers of London,Aaronovitch; Ben,10473,SN010F,Gollileth,Shallot Group,167,28162,7.99,6.24,Paperback,25/08/2011
Rivers of London,Aaronovitch; Ben,10833,SN010F,Gollileth,Shallot Group,1021,16613,12.99,10.4,Hardback,10/01/2011
Road Home; The,Tremain; Rose,11753,GL002F,Antique,Fletchers Green Group,3284,7667,7.99,6.52,Paperback,12/06/2008
Road; The,McCarthy; Cormac,11295,GL002F,Matador,Panda Millen Group,2172,10339,7.99,5.64,Hardback,01/05/2009
Road; The,McCarthy; Cormac,11573,GL002F,Matador,Panda Millen Group,2864,8537,7.99,6.95,Paperback,01/01/2010
Roald Dahl Treasury; The,Dahl; Roald,11079,CN001F,Jonathan Creek Childrens Books,Fletchers Green Group,1595,12716,19.99,11.65,Hardback,25/09/1997
Rodrick Rules Diary of a Wimpy Kid Diary,Kinney; Jeff,10012,CN001F,Peacote Books,Emu Group,911,17814,6.99,4.97,Paperback,05/01/2009
Rogue; The Traitor Spy Trilogy,Canavan; Trudi,10669,SN010F,Spinning,Large Red Book Company,655,20682,17.99,12.49,Hardback,05/05/2011
Rome Prophecy; The,Trace; Jon,11125,CE003F,Ellipses,Large Red Book Company,1726,12180,6.99,4.94,Paperback,03/02/2011
Room,Donoghue; Emma,10003,GL002F,Matador,Panda Millen Group,2200,10246,7.99,5.36,Paperback,08/01/2011
Room on the Broom,Donaldson; Julia,10108,PS008F,Millen Childrens Books,Panda Millen Group,1007,16839,6.99,4.6,Paperback,20/09/2002
Room Swept White; A,Hannah; Sophie,11883,CE003F,Sinclair Paperback,Sinclair Books,3602,7115,7.99,6.23,Paperback,19/08/2010
Rose,Webb; Holly,11514,CN001F,Mistletow Books,Sinclair Books,2725,8830,5.99,4.66,Paperback,06/08/2009
Rose and the Lost Princess v2,Webb; Holly,12014,CN001F,Mistletow Books,Sinclair Books,3932,6649,5.99,4.41,Paperback,04/02/2010
Rose and the Magician's Mask,Webb; Holly,12171,CN001F,Mistletow Books,Sinclair Books,4318,6144,5.99,4.55,Paperback,05/08/2010
Rose and the Silver Ghost,Webb; Holly,11045,CN001F,Mistletow Books,Sinclair Books,1509,13051,5.99,4.4,Paperback,03/02/2011
Roses,Meacham; Leila,11906,GL002F,Ellipses,Large Red Book Company,3664,6996,6.99,5.15,Paperback,20/01/2011
Rough Justice,Leather; Stephen,12195,CE003F,Sinclair Paperback,Sinclair Books,4364,6075,6.99,5.04,Paperback,11/11/2010
Ruby the Red Fairy Rainbow Magic,Meadows; Daisy,11083,CN001F,Mistletow Books,Sinclair Books,1610,12677,4.99,3.46,Paperback,29/05/2003
Rum Diary; The Bloomsbury Classic Reads,Thompson; Hunter S,11940,GL002F,Boe Publishing PLC,Boe Bells Group,3751,6882,7.99,6.38,Paperback,05/07/2004
Rumble in the Jungle,Andreae; Giles & Wojtowycz; David,11215,EG004F,Mistletow Books,Sinclair Books,1956,11104,5.99,4.54,Paperback,16/04/1998
Run For Your Life,Patterson; James,11946,GL002F,Quiver Books,Fletchers Green Group,3770,6847,7.99,5.85,Paperback,03/12/2009
Run Mummy Run,Glass; Cathy,10329,GL002F,Brooklyn,Collin Turner Group,553,21934,6.99,4.63,Paperback,14/04/2011
Runaway; The,Cole; Martina,10192,CE003F,Deadline Book Publishing,Deadline Group,4821,5066,7.99,4.99,Paperback,31/03/2011
Running in Heels,Bailey; Helen,11582,YT014F,Sinclair Childrens Books,Sinclair Books,2887,8489,6.99,5.8,Paperback,03/02/2011
Running Wild,Morpurgo; Michael,10353,CN001F,Hyperturner Childrens Books,Collin Turner Group,1819,11691,6.99,5.5,Paperback,27/05/2010
Rural Affair; A,Alliott; Catherine,10718,GL002F,Frank Jepson,Emu Group,775,19221,12.99,8.97,Paperback,21/07/2011
Rush of Blood; A,Jardine; Quintin,10945,CE003F,Deadline Book Publishing,Deadline Group,1265,14715,6.99,5.12,Paperback,17/02/2011
Sacred Treason,Forrester; James,10679,CE003F,Deadline Review,Deadline Group,685,20399,6.99,4.75,Paperback,14/04/2011
Sacred Vault; The,McDermott; Andy,11784,CE003F,Deadline Book Publishing,Deadline Group,3354,7503,6.99,5.5,Paperback,28/10/2010
Sacrifice,Bolton; S J,12064,CE003F,Knine Books,Transformation Group,4058,6445,6.99,1.75,Paperback,29/01/2009
Safe Haven,Sparks; Nicholas,10272,GL002F,Ellipses,Large Red Book Company,119,29179,7.99,5.1,Paperback,07/07/2011
Saints of New York,Ellory; RJ,12236,CE003F,Constellation,Shallot Group,4483,5926,6.99,4.69,Paperback,15/01/2011
Salem Falls,Picoult; Jodi,12327,GL002F,Sinclair Paperback,Sinclair Books,4695,5720,7.99,6.17,Paperback,20/03/2008
Salmon Fishing in the Yemen,Torday; Paul,12002,GL002F,Stella,Shallot Group,3905,6694,7.99,6.62,Paperback,14/06/2007
Sanctus,Toyne; Simon,10350,CE003F,Brooklyn,Collin Turner Group,479,22763,7.99,4.03,Paperback,24/11/2011
Sanctus,Toyne; Simon,11089,CE003F,Hyperturner Publishers,Collin Turner Group,1632,12589,12.99,5.95,Hardback,14/04/2011
Santa Baby,Price; Katie,10398,GL002F,Decade,Fletchers Green Group,1366,13950,16.99,9.14,Hardback,27/10/2011
Sapphire,Price; Katie,11945,GL002F,Quiver Books,Fletchers Green Group,3761,6861,6.99,5.17,Paperback,22/07/2010
Sapphire Battersea Hetty Feather,Wilson; Jacqueline,10114,CN001F,Singleweek Childrens Books,Transformation Group,2516,9376,12.99,7.23,Hardback,29/09/2011
Sarah's Key,Rosnay; Tatiana de,11535,GL002F,Nigel White Publishers Ltd,Sinclair Books,2773,8728,7.99,5.76,Paperback,07/02/2008
Saturday Big Tent Wedding Party; The,McCall Smith; Alexander,10479,GL002F,Large Brown Book Group,Large Red Book Company,178,27917,16.99,10.92,Hardback,25/02/2011
Savage Altar; The,Larsson; Asa,10863,CE003F,Emu Books,Emu Group,1094,16015,6.99,4.45,Paperback,15/09/2011
Savage Nature Leopard People,Feehan; Christine,12329,SN010F,Plato Books,Large Red Book Company,4700,5718,7.99,6.24,Paperback,05/05/2011
Say Goodnight to the Sleepy Animals!,Whybrow; Ian,11837,PS008F,Millen Childrens Books,Panda Millen Group,3491,7309,5.99,3.96,Paperback,05/09/2008
Scarecrow; The,Connelly; Michael,11316,CE003F,Constellation,Shallot Group,2233,10135,7.99,5.59,Paperback,13/05/2010
ScaredyCat; Splat,Scotton; Rob,12079,PS008F,Hyperturner Childrens Books,Collin Turner Group,4086,6390,6.99,4.67,Paperback,30/09/2010
Scarpetta Factor; The,Cornwell; Patricia,10916,CE003F,Ellipses,Large Red Book Company,1207,15164,7.99,5.86,Paperback,27/05/2010
Scarpetta Scarpetta Novel,Cornwell; Patricia,11889,CE003F,Ellipses,Large Red Book Company,3612,7100,7.99,5.39,Paperback,21/02/2009
School According to Humphrey,Birney; Betty G,10731,CN001F,Sabre Childrens Books,Sabre Group,799,18948,5.99,4.68,Paperback,20/01/2011
Scorpia,Horowitz; Anthony,11347,CN001F,Seabrook Books Ltd,Seabrook Group,2321,9865,6.99,5.7,Paperback,01/04/2005
Scorpia Rising,Horowitz; Anthony,10091,CN001F,Seabrook Books Ltd,Seabrook Group,935,17555,6.99,4.92,Paperback,31/03/2011
Scream A DCI Mark Lapslie Investigation,McCrery; Nigel,11653,CE003F,Oak Publishing Plc,Oak Group,3040,8122,6.99,3.79,Paperback,09/06/2011
Search; The,Roberts; Nora,10318,GL002F,Plato Books,Large Red Book Company,619,21067,7.99,4.72,Paperback,28/05/2011
Season to Remember; A,O'Flanagan; Sheila,10408,GL002F,Deadline Review,Deadline Group,630,21034,7.99,4.42,Paperback,27/10/2011
Second Coming; The,Niven; John,12125,GL002F,William Pils,Fletchers Green Group,4215,6234,12.99,10.48,Paperback,07/04/2011
Second Form at Malory Towers Malory Towers,Blyton; Enid,11609,CN001F,Ravenglass Books,Egburt Books Group,2942,8359,4.99,4.21,Paperback,03/04/2006
Second Messiah; The,Meade; Glenn,10915,CE003F,Quiver Books,Fletchers Green Group,1204,15243,6.99,4.25,Paperback,21/07/2011
Secret Army Henderson's Boys,Muchamore; Robert,11274,YT014F,Sinclair Childrens Books,Sinclair Books,2123,10541,6.99,5.61,Paperback,03/10/2009
Secret Crown; The,Kuzneski; Chris,11592,CE003F,Emu Books,Emu Group,2910,8428,6.99,5.51,Paperback,30/09/2010
Secret Diary of Adrian Mole Aged 13 3/4; The,Townsend; Sue,12341,CN001F,Peacote Books,Emu Group,4732,5694,6.99,5.27,Paperback,31/10/2002
Secret History; The,Tartt; Donna,11898,GL002F,Emu Books,Emu Group,3636,7062,8.99,7.46,Paperback,01/07/1993
Secret Life of Bees; The,Kidd; Sue Monk,10722,GL002F,Deadline Review,Deadline Group,781,19099,7.99,6.01,Paperback,03/03/2003
Secret Lives of Dresses; The,McKean; Erin,11255,GL002F,Sinclair Paperback,Sinclair Books,2076,10726,6.99,5.21,Paperback,01/11/2010
Secret of Happy Ever After; The,Dillon; Lucy,10676,GL002F,Sinclair Paperback,Sinclair Books,671,20500,6.99,4.2,Paperback,10/11/2011
Secret Path; The Tales from Percy's Park,Butterworth; Nick,11576,PS008F,Collin,Collin Turner Group,2866,8522,5.99,5.21,Paperback,04/08/2003
Secret Scripture; The,Barry; Sebastian,11643,GL002F,Sabre and Sabre,Sabre Group,3015,8185,7.99,6.47,Paperback,29/01/2009
Secret Seven Adventure Secret Seven,Blyton; Enid,11684,CN001F,Sinclair Childrens Books,Sinclair Books,3121,7979,4.99,3.58,Paperback,20/04/2006
Secret Seven; The Secret Seven,Blyton; Enid,11005,CN001F,Sinclair Childrens Books,Sinclair Books,1418,13479,3.99,3.6,Paperback,20/04/2006
Secrets,Wilson; Jacqueline,11577,CN001F,Deer,Transformation Group,2875,8502,5.99,3.72,Paperback,01/03/2007
Secrets of the Dead,Harper; Tom,11530,CE003F,Quiver Books,Fletchers Green Group,2763,8758,6.99,4.02,Paperback,15/09/2011
Secrets She Left Behind Mia,Chamberlain; Diane,12165,GL002F,Mia Books,Harley Quin (UK) Ltd Group,4312,6159,7.99,5.12,Paperback,20/08/2010
Seeds of Earth Humanity's Fire,Cobley; Michael,11667,SN010F,Spinning,Large Red Book Company,3073,8042,7.99,7.15,Paperback,21/01/2010
Selena the Sleepover Fairy Rainbow Magic,Meadows; Daisy,10774,CN001F,Mistletow Books,Sinclair Books,886,18010,5.99,4.73,Paperback,07/07/2011
Selfish Crocodile; The,Charles; Faustin,10575,PS008F,Boe Publishing PLC,Boe Bells Group,417,23853,7.99,6.5,Paperback,02/05/2005
Sense of an Ending; The,Barnes; Julian,10100,GL002F,Jonathan Creek,Fletchers Green Group,124,29000,12.99,9.56,Hardback,04/08/2011
Senseless,Burton; Mary,10614,CE003F,Emu Books,Emu Group,399,22304,6.99,4.07,Paperback,01/09/2011
Sentry; The A Joe Pike Novel,Crais; Robert,11564,CE003F,Constellation,Shallot Group,2845,8551,9.99,7.4,Hardback,03/03/2011
Sepron the Sea Serpent Beast Quest,Blade; Adam,10690,CN001F,Mistletow Books,Sinclair Books,707,20212,4.99,4.17,Paperback,05/07/2007
Set-up; The,Riley; Felix,11112,CE003F,Emu Books,Emu Group,1700,12329,6.99,4.83,Paperback,28/04/2011
Set-up; The The Medusa Project,McKenzie; Sophie,12149,YT014F,Gary & Balding Childrens Books,Gary & Balding Group,4284,6184,6.99,5.52,Paperback,02/05/2009
Shack; The,Young; William P,10804,GL002F,Sinclair & White Ltd,Sinclair Books,954,17427,7.99,5.91,Paperback,17/07/2008
Shades of Grey,Fforde; Jasper,10806,GL002F,Sinclair Paperback,Sinclair Books,957,17355,7.99,6.05,Paperback,06/01/2011
Shadow,Morpurgo; Michael,10409,CN001F,Hyperturner Childrens Books,Collin Turner Group,2097,10648,6.99,5.15,Paperback,29/09/2011
Shadow,Morpurgo; Michael,10447,CN001F,Hyperturner Childrens Books,Collin Turner Group,106,29528,12.99,9.81,Hardback,30/09/2010
Shadow of the Wind; The,Zafon; Carlos Ruiz,10649,GL002F,Stella,Shallot Group,597,21375,7.99,6.19,Paperback,05/10/2005
Shadow of Your Smile; The,Clark; Mary Higgins,10256,CE003F,Gary & Balding Ltd,Gary & Balding Group,401,24036,7.99,4.8,Paperback,06/01/2011
Shadow Project; The,Mariani; Scott,11493,CE003F,Shire,Collin Turner Group,2671,8981,6.99,2.98,Paperback,21/01/2010
Shadow Souls Vampire Diaries,Smith; L J,11031,CN001F,Sinclair Childrens Books,Sinclair Books,1484,13185,6.99,4.96,Paperback,06/05/2010
Shadow Souls Vampire Diaries The Return,Smith; L J,11299,YT014F,Sinclair Childrens Books,Sinclair Books,2187,10280,6.99,4.68,Paperback,01/07/2010
Shadow Wave,Muchamore; Robert,10626,YT014F,Sinclair Childrens Books,Sinclair Books,554,21931,6.99,5.52,Paperback,05/05/2011
Shadow Wave CHERUB,Muchamore; Robert,11892,YT014F,Sinclair Childrens Books,Sinclair Books,3622,7076,12.99,9.72,Hardback,26/08/2010
Shadow's Edge Night Angel Trilogy,Weeks; Brent,12363,SN010F,Spinning,Large Red Book Company,4370,6060,7.99,6.41,Paperback,06/11/2008
Shadows in the Street; The,Hill; Susan,10546,GL002F,Antique,Fletchers Green Group,348,24920,7.99,6.2,Paperback,01/09/2011
Shannon,Martin; Rose,11933,TE018N,Nigel Blake Publishing,Nigel Blake Publishing Group,3734,6906,7.99,4.77,Paperback,02/11/2009
Shantaram,Roberts; Gregory David,10327,GL002F,Abacube,Large Red Book Company,665,20563,10.99,8.44,Paperback,24/03/2005
Sharing a Shell,Donaldson; Julia,10251,PS008F,Millen Childrens Books,Panda Millen Group,13,31961,6.99,4.52,Paperback,06/05/2005
Shatter the Bones,MacBride; Stuart,10571,CE003F,Hyperturner Publishers,Collin Turner Group,407,24001,14.99,8.5,Hardback,06/01/2011
Shelter,Coben; Harlan,10772,YT014F,Constellation,Shallot Group,880,18075,12.99,7.64,Hardback,15/09/2011
Shelters of Stone; The,Auel; Jean M,11030,GL002F,Sinclair & White Ltd,Sinclair Books,1483,13187,8.99,6.34,Paperback,25/12/2010
Shimmer the Magic Ice Pony Princess Evie's Ponies,KilBride; Sarah,11310,PS008F,Gary & Balding Childrens Books,Gary & Balding Group,2216,10169,5.99,4.6,Paperback,29/09/2011
Shining; The,King; Stephen,11461,HR006F,Sinclair Paperback,Sinclair Books,2598,9136,7.99,6.54,Paperback,31/05/2007
Shiver,Stiefvater; Maggie,10555,YT014F,Solar,Solar Group Ltd,365,24788,7.99,5.89,Paperback,05/10/2009
Shopaholic Abroad,Kinsella; Sophie,12220,GL002F,Read Duck,Transformation Group,4438,5977,7.99,6.26,Paperback,03/09/2001
Shopaholic and Baby,Kinsella; Sophie,11699,GL002F,Read Duck,Transformation Group,3156,7919,7.99,6.29,Paperback,03/12/2007
Shopaholic and Sister,Kinsella; Sophie,11951,GL002F,Read Duck,Transformation Group,3782,6835,7.99,6.17,Paperback,06/11/2004
Shopaholic Ties the Knot,Kinsella; Sophie,11647,GL002F,Read Duck,Transformation Group,3025,8161,7.99,6.24,Paperback,01/07/2002
Short History of Tractors in Ukrainian; A,Lewycka; Marina,11835,GL002F,Emu Books,Emu Group,3488,7320,7.99,6.98,Paperback,02/03/2006
Short Second Life of Bree Tanner; The Eclipse Novella,Meyer; Stephenie,10798,YT014F,Proton,Large Red Book Company,941,17496,5.99,6.58,Hardback,03/04/2010
Short Second Life of Bree Tanner; The Eclipse Novella,Meyer; Stephenie,11082,YT014F,Proton,Large Red Book Company,1605,12688,5.99,4.46,Paperback,14/05/2011
Shutter Island,Lehane; Dennis,11575,CE003F,Poultry Books,Transformation Group,2867,8526,7.99,5.92,Paperback,28/09/2006
Side Jobs Stories from the Dresden Files,Butcher; Jim,11848,SN010F,Spinning,Large Red Book Company,3511,7245,7.99,6.16,Paperback,14/04/2011
Sidetracked,Mankell; Henning,12037,CE003F,Antique,Fletchers Green Group,3975,6561,7.99,6.19,Paperback,09/10/2008
Silence,Fitzpatrick; Becca,10425,YT014F,Gary & Balding Childrens Books,Gary & Balding Group,54,31233,9.99,6.13,Hardback,04/10/2011
Silent Girl; The,Gerritsen; Tess,10525,CE003F,Poultry Press,Transformation Group,277,26162,18.99,9.76,Hardback,21/07/2011
Silent Girl; The,Gerritsen; Tess,11858,CE003F,Poultry Press,Transformation Group,3538,7198,13.99,10.9,Paperback,21/07/2012
Silent Mercy Alexandra Cooper Series,Fairstein; Linda A,11176,CE003F,Ellipses,Large Red Book Company,1854,11441,6.99,4.5,Paperback,27/10/2011
Silent Scream,La Plante; Lynda,10840,CE003F,Rockit Books,Gary & Balding Group,1040,16412,7.99,9.84,Hardback,10/06/2010
Silent Scream,Rose; Karen,10987,CE003F,Deadline Book Publishing,Deadline Group,1376,13818,6.99,5,Paperback,14/10/2010
Silent Sea; The,Cussler; Clive,10150,CE003F,Emu Books,Emu Group,1375,13819,7.99,5.1,Paperback,03/03/2011
Silent Twins; The,Wallace; Marjorie,11661,TE018N,Antique,Fletchers Green Group,3053,8082,6.99,4.36,Paperback,18/04/1996
Silent Voices,Cleeves; Ann,12047,CE003F,Panda Books,Panda Millen Group,4009,6535,7.99,5.01,Paperback,16/09/2011
Silver Sword; The,Serraillier; Ian,11580,CN001F,Black Squirrel,Fletchers Green Group,2878,8500,5.99,4.79,Paperback,03/04/2003
Silver the Magic Snow Pony Princess Evie's Ponies,KilBride; Sarah,10799,PS008F,Gary & Balding Childrens Books,Gary & Balding Group,945,17472,5.99,4.09,Paperback,03/09/2009
Silver the Wild Terror Beast Quest,Blade; Adam,11969,CN001F,Mistletow Books,Sinclair Books,3820,6785,4.99,3.7,Paperback,01/09/2011
SilverFin A James Bond Adventure Young Bond,Higson; Charlie,11812,CN001F,Peacote Books,Emu Group,3417,7408,6.99,6.26,Paperback,03/03/2005
Simple Genius,Baldacci; David,12053,CE003F,Panda Books,Panda Millen Group,4024,6502,7.99,5.12,Paperback,02/07/2010
Since I Don't Have You,Candlish; Louise,11626,GL002F,Ellipses,Large Red Book Company,2978,8258,7.99,2.26,Paperback,02/08/2007
Sing You Home,Picoult; Jodi,10466,GL002F,Sinclair & White Ltd,Sinclair Books,147,28529,18.99,9.57,Hardback,12/04/2011
Sing You Home,Picoult; Jodi,10674,GL002F,Sinclair & White Ltd,Sinclair Books,666,20536,12.99,10.55,Paperback,12/12/2011
Single Girls To do List; The,Kelk; Lindsey,10204,GL002F,Brooklyn,Collin Turner Group,120,29174,6.99,4.91,Paperback,09/06/2011
Sinner; The,Gerritsen; Tess,11746,CE003F,Poultry Books,Transformation Group,3274,7693,7.99,5.83,Paperback,01/01/2010
Sins of the Past Jacquard & Babbage Modern,Power; Elizabeth,12060,RE009F,Jacquard & Babbage,Harley Quin (UK) Ltd Group,4045,6466,3.3,3.04,Paperback,15/04/2011
Sir Charlie Stinky Socks and the Really Big Adventure,Stephenson; Kristina,11632,PS008F,Ravenglass Books,Egburt Books Group,2989,8234,5.99,4.44,Hardback,01/10/2007
Sir Charlie Stinky Socks and the Really Big Adventure,Stephenson; Kristina,12069,PS008F,Ravenglass Books,Egburt Books Group,4064,6421,7.99,5.55,Paperback,01/06/2009
Sir Charlie Stinky Socks and the Really Dreadful Spell,Stephenson; Kristina,10877,PS008F,Ravenglass Books,Egburt Books Group,1132,15738,5.99,4.46,Paperback,04/10/2010
Sister,Lupton; Rosamund,10033,GL002F,Plato Books,Large Red Book Company,280,26107,7.99,5.14,Paperback,27/08/2010
Sister; Missing,McKenzie; Sophie,11243,YT014F,Gary & Balding Childrens Books,Gary & Balding Group,2047,10798,9.99,6.68,Hardback,15/09/2011
Six Dinner Sid,Moore; Inga,11803,PS008F,Sinclair Childrens Books,Sinclair Books,3391,7441,5.99,5.27,Paperback,07/05/2004
Sixth Man; The,Baldacci; David,10141,CE003F,Panda Books,Panda Millen Group,502,22527,7.99,4.23,Paperback,04/11/2011
Sixth Man; The,Baldacci; David,11111,CE003F,Millen,Panda Millen Group,1699,12329,12.99,8.06,Hardback,23/06/2011
Sixth Man; The,Baldacci; David,12020,CE003F,Millen,Panda Millen Group,3943,6626,12.99,10.94,Paperback,01/04/2011
Sizzling Sixteen,Evanovich; Janet,11989,GL002F,Deadline Review,Deadline Group,3869,6721,7.99,5.82,Paperback,09/06/2011
Skeleton Key,Horowitz; Anthony,11129,CN001F,Seabrook Books Ltd,Seabrook Group,1731,12155,6.99,5.7,Paperback,01/04/2005
Skellig,Almond; David,10884,CN001F,Sinclair Childrens Books,Sinclair Books,1147,15657,5.99,4.28,Paperback,19/03/2009
Skin Deep Jacquard & Babbage Special Releases,Roberts; Nora,12010,RE009F,Jacquard & Babbage,Harley Quin (UK) Ltd Group,3922,6667,6.99,5.85,Paperback,06/05/2011
Skippy Dies,Murray; Paul,10336,GL002F,Emu Books,Emu Group,2421,9600,8.99,6.93,Paperback,07/04/2011
Skor the Winged Stallion Beast Quest,Blade; Adam,12001,CN001F,Mistletow Books,Sinclair Books,3900,6697,4.99,3.96,Paperback,02/10/2008
Skulduggery Pleasant,Landy; Derek,10254,CN001F,Hyperturner Childrens Books,Collin Turner Group,2760,8766,6.99,4.23,Paperback,13/10/2007
Skulduggery Pleasant Dark Days,Landy; Derek,10712,CN001F,Hyperturner Childrens Books,Collin Turner Group,766,19323,6.99,5.51,Paperback,02/09/2010
Skulduggery Pleasant Death Bringer,Landy; Derek,10275,CN001F,Hyperturner Childrens Books,Collin Turner Group,69,30652,14.99,8.64,Hardback,16/04/2011
Skulduggery Pleasant Mortal Coil,Landy; Derek,10461,CN001F,Hyperturner Childrens Books,Collin Turner Group,139,28718,6.99,5.38,Paperback,31/03/2011
Skulduggery Pleasant Playing with Fire,Landy; Derek,10492,CN001F,Hyperturner Childrens Books,Collin Turner Group,198,27439,6.99,5.36,Paperback,29/11/2008
Skulduggery Pleasant the Faceless Ones,Landy; Derek,10653,CN001F,Hyperturner Childrens Books,Collin Turner Group,614,21133,6.99,5.32,Paperback,28/11/2009
Sky Hawk,Lewis; Gill,11793,CN001F,Kings Press,OAP Group,3377,7467,8.99,7.24,Paperback,05/05/2011
Slap; The,Tsiolkas; Christos,10028,GL002F,Pacific Books,Gove Pacific Group,3655,7025,8.99,5.6,Paperback,17/03/2011
Slap; The,Tsiolkas; Christos,11093,GL002F,Ivory Rock,Gove Pacific Group,1641,12539,12.99,10.04,Hardback,01/05/2010
Slaughterhouse 5 The Children's Crusade A Duty Dance with Death,Vonnegut; Kurt,11262,GL002F,Antique,Fletchers Green Group,2090,10660,7.99,6.39,Paperback,17/10/1991
Slave Girl,Forsyth; Sarah & Tate; Tim,11850,TE018N,Nigel Blake Publishing,Nigel Blake Publishing Group,3517,7243,7.99,5.2,Paperback,05/01/2009
Sleeping Arrangements,Wickham; Madeleine,10295,GL002F,Read Duck,Transformation Group,2018,10867,6.99,4.69,Paperback,14/10/2010
Sleepovers,Wilson; Jacqueline,10832,CN001F,Young Dillon,Transformation Group,1020,16617,4.99,3.68,Paperback,13/03/2008
Sleepwalker; The CHERUB,Muchamore; Robert,10966,CN001F,Sinclair Childrens Books,Sinclair Books,1308,14264,6.99,5.37,Paperback,07/02/2008
Slightly Invisible Charlie and Lola,Child; Lauren,11355,PS008F,Mistletow Books,Sinclair Books,2346,9823,6.99,6.16,Paperback,01/09/2011
Slinky Malinki Catflaps Hairy Maclary and Friends,Dodd; Lynley,11524,PS008F,Peacote Books,Emu Group,2752,8790,5.99,4.45,Paperback,24/02/2000
Slinky Malinki Hairy Maclary and Friends,Dodd; Lynley,11606,PS008F,Peacote Books,Emu Group,2939,8373,5.99,5.09,Paperback,30/07/1992
Small Hand; The,Hill; Susan,10805,HR006F,Silloute Books,Silloute Books Group,956,17380,7.99,5.95,Paperback,07/07/2011
Small Hand; The,Hill; Susan,11690,HR006F,Silloute Books,Silloute Books Group,3132,7952,9.99,7.65,Hardback,02/09/2010
Small Island,Levy; Andrea,10857,GL002F,Deadline Review,Deadline Group,1070,16111,8.99,6.66,Paperback,13/09/2004
Small Steps,Sachar; Louis,11579,YT014F,Boe Publishing PLC,Boe Bells Group,2877,8501,6.99,5.85,Paperback,02/07/2007
